starttime	seconds	ctime	dtime	ttime	wait
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	28
Tue Jun 19 18:00:38 2018	1529402438	5	25	30	25
Tue Jun 19 18:00:38 2018	1529402438	5	25	30	25
Tue Jun 19 18:00:38 2018	1529402438	3	27	30	27
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	27
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	30
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	29
Tue Jun 19 18:00:38 2018	1529402438	2	29	30	29
Tue Jun 19 18:00:38 2018	1529402438	5	25	30	25
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	30
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	29
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	30
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	30
Tue Jun 19 18:00:39 2018	1529402439	0	30	30	30
Tue Jun 19 18:00:38 2018	1529402438	1	30	30	28
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	30
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	30
Tue Jun 19 18:00:38 2018	1529402438	0	30	30	29
Tue Jun 19 18:00:38 2018	1529402438	0	30	31	30
Tue Jun 19 18:00:39 2018	1529402439	1	30	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	30	31	29
Tue Jun 19 18:00:38 2018	1529402438	1	30	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	29
Tue Jun 19 18:00:39 2018	1529402439	1	30	31	25
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	1	30	31	28
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	29
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	30
Tue Jun 19 18:00:39 2018	1529402439	0	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	1	30	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	31
Tue Jun 19 18:00:39 2018	1529402439	0	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	1	30	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	29
Tue Jun 19 18:00:38 2018	1529402438	5	26	31	26
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	27
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	29
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	29
Tue Jun 19 18:00:38 2018	1529402438	6	26	31	25
Tue Jun 19 18:00:39 2018	1529402439	0	31	31	27
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	31
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	31
Tue Jun 19 18:00:38 2018	1529402438	1	30	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	3	29	31	28
Tue Jun 19 18:00:39 2018	1529402439	0	31	31	29
Tue Jun 19 18:00:39 2018	1529402439	0	31	31	31
Tue Jun 19 18:00:39 2018	1529402439	1	30	31	26
Tue Jun 19 18:00:38 2018	1529402438	1	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	1	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	31	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	32	27
Tue Jun 19 18:00:39 2018	1529402439	0	31	32	31
Tue Jun 19 18:00:38 2018	1529402438	0	31	32	29
Tue Jun 19 18:00:39 2018	1529402439	0	31	32	31
Tue Jun 19 18:00:38 2018	1529402438	0	31	32	19
Tue Jun 19 18:00:38 2018	1529402438	0	31	32	30
Tue Jun 19 18:00:39 2018	1529402439	0	31	32	30
Tue Jun 19 18:00:38 2018	1529402438	0	31	32	30
Tue Jun 19 18:00:38 2018	1529402438	2	29	32	29
Tue Jun 19 18:00:38 2018	1529402438	1	31	32	30
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	31
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	26
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	31
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	30
Tue Jun 19 18:00:38 2018	1529402438	1	31	32	30
Tue Jun 19 18:00:38 2018	1529402438	1	31	32	31
Tue Jun 19 18:00:39 2018	1529402439	1	31	32	31
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	30
Tue Jun 19 18:00:38 2018	1529402438	2	30	32	29
Tue Jun 19 18:00:39 2018	1529402439	1	31	32	22
Tue Jun 19 18:00:38 2018	1529402438	1	31	32	30
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	32
Tue Jun 19 18:00:38 2018	1529402438	1	31	32	30
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	32
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	32
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	30
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	31
Tue Jun 19 18:00:38 2018	1529402438	1	31	32	29
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	32
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	31
Tue Jun 19 18:00:38 2018	1529402438	2	30	32	30
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	31
Tue Jun 19 18:00:39 2018	1529402439	1	31	32	30
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	29
Tue Jun 19 18:00:38 2018	1529402438	3	30	32	29
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	30
Tue Jun 19 18:00:38 2018	1529402438	1	31	32	30
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	32
Tue Jun 19 18:00:38 2018	1529402438	2	30	32	26
Tue Jun 19 18:00:38 2018	1529402438	0	32	32	32
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	30
Tue Jun 19 18:00:39 2018	1529402439	0	32	32	31
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	29
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	30
Tue Jun 19 18:00:39 2018	1529402439	1	32	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	30
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	32
Tue Jun 19 18:00:38 2018	1529402438	2	31	33	30
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	32
Tue Jun 19 18:00:39 2018	1529402439	1	32	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	31
Tue Jun 19 18:00:38 2018	1529402438	1	32	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	30
Tue Jun 19 18:00:38 2018	1529402438	0	32	33	29
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	26
Tue Jun 19 18:00:38 2018	1529402438	1	32	33	31
Tue Jun 19 18:00:39 2018	1529402439	0	33	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	30
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	30
Tue Jun 19 18:00:39 2018	1529402439	1	32	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	30
Tue Jun 19 18:00:38 2018	1529402438	1	32	33	30
Tue Jun 19 18:00:39 2018	1529402439	1	32	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	32
Tue Jun 19 18:00:39 2018	1529402439	1	32	33	31
Tue Jun 19 18:00:39 2018	1529402439	0	33	33	33
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	32
Tue Jun 19 18:00:39 2018	1529402439	0	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	33
Tue Jun 19 18:00:38 2018	1529402438	1	32	33	29
Tue Jun 19 18:00:38 2018	1529402438	1	32	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	30
Tue Jun 19 18:00:38 2018	1529402438	2	31	33	30
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	31
Tue Jun 19 18:00:39 2018	1529402439	0	33	33	31
Tue Jun 19 18:00:39 2018	1529402439	0	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	20
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	31
Tue Jun 19 18:00:38 2018	1529402438	1	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	32
Tue Jun 19 18:00:38 2018	1529402438	1	33	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	33
Tue Jun 19 18:00:38 2018	1529402438	2	31	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	33	33	31
Tue Jun 19 18:00:38 2018	1529402438	0	33	34	31
Tue Jun 19 18:00:38 2018	1529402438	0	33	34	29
Tue Jun 19 18:00:39 2018	1529402439	0	33	34	30
Tue Jun 19 18:00:38 2018	1529402438	1	33	34	30
Tue Jun 19 18:00:38 2018	1529402438	1	33	34	33
Tue Jun 19 18:00:39 2018	1529402439	0	33	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	33	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	33
Tue Jun 19 18:00:38 2018	1529402438	2	32	34	31
Tue Jun 19 18:00:38 2018	1529402438	1	33	34	30
Tue Jun 19 18:00:39 2018	1529402439	0	34	34	34
Tue Jun 19 18:00:38 2018	1529402438	1	33	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	29
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	34
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	34
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	32
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	31
Tue Jun 19 18:00:38 2018	1529402438	1	33	34	33
Tue Jun 19 18:00:38 2018	1529402438	1	33	34	32
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	32
Tue Jun 19 18:00:39 2018	1529402439	0	34	34	32
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	34
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	28
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	28
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	34
Tue Jun 19 18:00:38 2018	1529402438	1	33	34	32
Tue Jun 19 18:00:39 2018	1529402439	0	34	34	34
Tue Jun 19 18:00:39 2018	1529402439	1	33	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	31
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	34
Tue Jun 19 18:00:39 2018	1529402439	1	33	34	32
Tue Jun 19 18:00:38 2018	1529402438	0	34	34	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	35	31
Tue Jun 19 18:00:38 2018	1529402438	0	34	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	34	35	34
Tue Jun 19 18:00:38 2018	1529402438	1	34	35	33
Tue Jun 19 18:00:38 2018	1529402438	0	34	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	32
Tue Jun 19 18:00:38 2018	1529402438	1	34	35	33
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	29
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	1	34	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	32
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	31
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	1	34	35	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	1	34	35	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	5	30	35	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	32
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	35
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	32
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	35
Tue Jun 19 18:00:38 2018	1529402438	3	32	35	32
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	35
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	26
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	35
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	32
Tue Jun 19 18:00:38 2018	1529402438	1	35	35	30
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	34
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	35
Tue Jun 19 18:00:38 2018	1529402438	5	31	35	31
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	1	35	35	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	35
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	34
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	1	35	35	35
Tue Jun 19 18:00:39 2018	1529402439	0	35	35	35
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	0	35	35	33
Tue Jun 19 18:00:38 2018	1529402438	1	34	36	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	36	11
Tue Jun 19 18:00:38 2018	1529402438	0	35	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	35	36	33
Tue Jun 19 18:00:38 2018	1529402438	1	34	36	30
Tue Jun 19 18:00:38 2018	1529402438	0	35	36	33
Tue Jun 19 18:00:38 2018	1529402438	0	35	36	31
Tue Jun 19 18:00:38 2018	1529402438	0	35	36	35
Tue Jun 19 18:00:39 2018	1529402439	0	35	36	34
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	33
Tue Jun 19 18:00:39 2018	1529402439	0	35	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	35	36	35
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	35
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	6	30	36	30
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	36
Tue Jun 19 18:00:38 2018	1529402438	1	35	36	33
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	36
Tue Jun 19 18:00:38 2018	1529402438	1	35	36	30
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	36
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	35
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	1	35	36	33
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	34
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	36
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	34
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	36
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	1	35	36	33
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	36
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	34
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	34
Tue Jun 19 18:00:38 2018	1529402438	2	34	36	34
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	34
Tue Jun 19 18:00:38 2018	1529402438	1	35	36	31
Tue Jun 19 18:00:39 2018	1529402439	0	36	36	36
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	35
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	36
Tue Jun 19 18:00:38 2018	1529402438	1	36	36	33
Tue Jun 19 18:00:38 2018	1529402438	0	36	36	36
Tue Jun 19 18:00:38 2018	1529402438	1	35	37	31
Tue Jun 19 18:00:38 2018	1529402438	1	35	37	31
Tue Jun 19 18:00:39 2018	1529402439	0	37	37	36
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	36
Tue Jun 19 18:00:38 2018	1529402438	0	36	37	32
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	36
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	32
Tue Jun 19 18:00:38 2018	1529402438	0	36	37	36
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	30
Tue Jun 19 18:00:38 2018	1529402438	1	35	37	31
Tue Jun 19 18:00:38 2018	1529402438	0	36	37	36
Tue Jun 19 18:00:39 2018	1529402439	0	36	37	36
Tue Jun 19 18:00:38 2018	1529402438	1	36	37	31
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	36
Tue Jun 19 18:00:39 2018	1529402439	0	37	37	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	37
Tue Jun 19 18:00:39 2018	1529402439	0	37	37	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	37
Tue Jun 19 18:00:38 2018	1529402438	2	35	37	35
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	34
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	35
Tue Jun 19 18:00:39 2018	1529402439	0	37	37	29
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	35
Tue Jun 19 18:00:38 2018	1529402438	0	37	37	36
Tue Jun 19 18:00:39 2018	1529402439	0	37	37	37
Tue Jun 19 18:00:39 2018	1529402439	0	37	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	38	37
Tue Jun 19 18:00:39 2018	1529402439	0	37	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	38	35
Tue Jun 19 18:00:39 2018	1529402439	1	36	38	33
Tue Jun 19 18:00:38 2018	1529402438	0	37	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	38	37
Tue Jun 19 18:00:39 2018	1529402439	0	37	38	36
Tue Jun 19 18:00:38 2018	1529402438	0	37	38	32
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	37	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	38
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	37
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	37
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	38
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	34
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	38
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	38
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	38
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	38
Tue Jun 19 18:00:38 2018	1529402438	1	37	38	37
Tue Jun 19 18:00:38 2018	1529402438	1	38	38	36
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	36
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	29
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	37
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	36
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	36
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	36
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	37
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	37
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	38
Tue Jun 19 18:00:39 2018	1529402439	0	38	38	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	38	36
Tue Jun 19 18:00:38 2018	1529402438	0	38	39	38
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	37
Tue Jun 19 18:00:38 2018	1529402438	3	36	39	36
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	38
Tue Jun 19 18:00:38 2018	1529402438	2	36	39	36
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	39	29
Tue Jun 19 18:00:38 2018	1529402438	2	36	39	36
Tue Jun 19 18:00:38 2018	1529402438	0	38	39	37
Tue Jun 19 18:00:38 2018	1529402438	0	38	39	36
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	38
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	37
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	38	39	29
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	37
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	37
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	37
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	37
Tue Jun 19 18:00:38 2018	1529402438	2	37	39	36
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:39 2018	1529402439	1	38	39	38
Tue Jun 19 18:00:39 2018	1529402439	1	38	39	38
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	37
Tue Jun 19 18:00:38 2018	1529402438	3	36	39	36
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	37
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	36
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:39 2018	1529402439	1	39	39	38
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	1	38	39	33
Tue Jun 19 18:00:39 2018	1529402439	1	38	39	37
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	38
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	36
Tue Jun 19 18:00:38 2018	1529402438	0	39	39	37
Tue Jun 19 18:00:39 2018	1529402439	1	38	39	37
Tue Jun 19 18:00:39 2018	1529402439	0	39	39	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	40	38
Tue Jun 19 18:00:39 2018	1529402439	0	39	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	38
Tue Jun 19 18:00:38 2018	1529402438	1	39	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	35
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	39	40	39
Tue Jun 19 18:00:38 2018	1529402438	2	37	40	37
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	36
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	39
Tue Jun 19 18:00:38 2018	1529402438	1	39	40	34
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	38
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	40
Tue Jun 19 18:00:38 2018	1529402438	0	39	40	35
Tue Jun 19 18:00:38 2018	1529402438	3	37	40	37
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	38
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	38
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	37
Tue Jun 19 18:00:38 2018	1529402438	3	37	40	37
Tue Jun 19 18:00:39 2018	1529402439	1	39	40	39
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	31
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	39
Tue Jun 19 18:00:38 2018	1529402438	3	38	40	37
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	40
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	40
Tue Jun 19 18:00:38 2018	1529402438	1	39	40	39
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	35
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	40
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	40
Tue Jun 19 18:00:39 2018	1529402439	0	40	40	40
Tue Jun 19 18:00:38 2018	1529402438	0	40	40	40
Tue Jun 19 18:00:38 2018	1529402438	1	40	40	39
Tue Jun 19 18:00:38 2018	1529402438	1	40	40	39
Tue Jun 19 18:00:38 2018	1529402438	5	35	40	35
Tue Jun 19 18:00:38 2018	1529402438	1	40	41	39
Tue Jun 19 18:00:38 2018	1529402438	0	40	41	40
