starttime	seconds	ctime	dtime	ttime	wait
Tue Jun 19 18:21:56 2018	1529403716	2	34	36	29
Tue Jun 19 18:21:56 2018	1529403716	0	35	36	35
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	34
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	34
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	36
Tue Jun 19 18:21:56 2018	1529403716	3	32	36	30
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	33
Tue Jun 19 18:21:56 2018	1529403716	1	34	36	34
Tue Jun 19 18:21:56 2018	1529403716	2	34	36	33
Tue Jun 19 18:21:57 2018	1529403717	1	35	36	34
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	35
Tue Jun 19 18:21:57 2018	1529403717	1	35	36	31
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	33
Tue Jun 19 18:21:57 2018	1529403717	0	36	36	29
Tue Jun 19 18:21:56 2018	1529403716	3	33	36	27
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	35
Tue Jun 19 18:21:56 2018	1529403716	2	34	36	32
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	35
Tue Jun 19 18:21:56 2018	1529403716	3	33	36	32
Tue Jun 19 18:21:57 2018	1529403717	0	36	36	34
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	34
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	29
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	35
Tue Jun 19 18:21:56 2018	1529403716	3	33	36	30
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	32
Tue Jun 19 18:21:57 2018	1529403717	2	34	36	32
Tue Jun 19 18:21:56 2018	1529403716	3	33	36	32
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	23
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	36
Tue Jun 19 18:21:57 2018	1529403717	0	36	36	31
Tue Jun 19 18:21:57 2018	1529403717	0	36	36	29
Tue Jun 19 18:21:56 2018	1529403716	1	36	36	35
Tue Jun 19 18:21:57 2018	1529403717	1	35	36	34
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	32
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	29
Tue Jun 19 18:21:56 2018	1529403716	3	33	36	30
Tue Jun 19 18:21:57 2018	1529403717	1	36	36	31
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	32
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	32
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	35
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	28
Tue Jun 19 18:21:56 2018	1529403716	1	36	36	35
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	34
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	33
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	35
Tue Jun 19 18:21:57 2018	1529403717	0	36	36	29
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	33
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	33
Tue Jun 19 18:21:56 2018	1529403716	1	36	36	36
Tue Jun 19 18:21:57 2018	1529403717	0	36	36	35
Tue Jun 19 18:21:56 2018	1529403716	3	34	36	29
Tue Jun 19 18:21:56 2018	1529403716	2	34	36	32
Tue Jun 19 18:21:57 2018	1529403717	1	36	36	31
Tue Jun 19 18:21:57 2018	1529403717	0	36	36	29
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	36
Tue Jun 19 18:21:56 2018	1529403716	1	36	36	28
Tue Jun 19 18:21:56 2018	1529403716	0	36	36	31
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	34
Tue Jun 19 18:21:56 2018	1529403716	4	32	36	31
Tue Jun 19 18:21:57 2018	1529403717	1	35	36	31
Tue Jun 19 18:21:56 2018	1529403716	4	33	36	31
Tue Jun 19 18:21:56 2018	1529403716	1	35	36	35
Tue Jun 19 18:21:57 2018	1529403717	0	36	37	34
Tue Jun 19 18:21:57 2018	1529403717	1	36	37	35
Tue Jun 19 18:21:57 2018	1529403717	0	36	37	36
Tue Jun 19 18:21:56 2018	1529403716	0	36	37	36
Tue Jun 19 18:21:56 2018	1529403716	0	36	37	36
Tue Jun 19 18:21:56 2018	1529403716	1	35	37	35
Tue Jun 19 18:21:57 2018	1529403717	0	36	37	34
Tue Jun 19 18:21:56 2018	1529403716	2	34	37	32
Tue Jun 19 18:21:57 2018	1529403717	2	35	37	33
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	32
Tue Jun 19 18:21:57 2018	1529403717	1	35	37	31
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	36
Tue Jun 19 18:21:56 2018	1529403716	4	33	37	31
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	1	35	37	34
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	37
Tue Jun 19 18:21:56 2018	1529403716	1	35	37	35
Tue Jun 19 18:21:57 2018	1529403717	2	34	37	33
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	35
Tue Jun 19 18:21:57 2018	1529403717	2	35	37	34
Tue Jun 19 18:21:56 2018	1529403716	4	33	37	30
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	34
Tue Jun 19 18:21:57 2018	1529403717	0	36	37	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	36
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	34
Tue Jun 19 18:21:57 2018	1529403717	1	36	37	34
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	32
Tue Jun 19 18:21:57 2018	1529403717	1	36	37	36
Tue Jun 19 18:21:57 2018	1529403717	1	36	37	34
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	36
Tue Jun 19 18:21:56 2018	1529403716	3	34	37	30
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	37
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	34
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	37
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	35
Tue Jun 19 18:21:56 2018	1529403716	2	35	37	32
Tue Jun 19 18:21:56 2018	1529403716	3	35	37	32
Tue Jun 19 18:21:56 2018	1529403716	1	37	37	36
Tue Jun 19 18:21:57 2018	1529403717	2	35	37	34
Tue Jun 19 18:21:57 2018	1529403717	0	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	33
Tue Jun 19 18:21:56 2018	1529403716	2	35	37	33
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	30
Tue Jun 19 18:21:56 2018	1529403716	1	36	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	35
Tue Jun 19 18:21:57 2018	1529403717	2	35	37	34
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:57 2018	1529403717	1	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	2	36	37	34
Tue Jun 19 18:21:57 2018	1529403717	2	35	37	34
Tue Jun 19 18:21:57 2018	1529403717	2	35	37	34
Tue Jun 19 18:21:56 2018	1529403716	1	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	1	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	32
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	2	36	37	34
Tue Jun 19 18:21:56 2018	1529403716	0	37	37	36
Tue Jun 19 18:21:57 2018	1529403717	1	37	37	36
Tue Jun 19 18:21:56 2018	1529403716	1	37	38	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	36
Tue Jun 19 18:21:56 2018	1529403716	5	33	38	30
Tue Jun 19 18:21:56 2018	1529403716	4	34	38	31
Tue Jun 19 18:21:56 2018	1529403716	1	36	38	34
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	36
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	35
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	37
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	37
Tue Jun 19 18:21:57 2018	1529403717	3	35	38	34
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	36
Tue Jun 19 18:21:57 2018	1529403717	1	36	38	34
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	36
Tue Jun 19 18:21:56 2018	1529403716	1	37	38	35
Tue Jun 19 18:21:56 2018	1529403716	2	36	38	33
Tue Jun 19 18:21:56 2018	1529403716	1	37	38	36
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	37
Tue Jun 19 18:21:56 2018	1529403716	1	37	38	36
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	36
Tue Jun 19 18:21:56 2018	1529403716	1	37	38	37
Tue Jun 19 18:21:56 2018	1529403716	0	37	38	37
Tue Jun 19 18:21:56 2018	1529403716	1	37	38	34
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	37
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	35
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	37
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	37
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	37
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	37
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	34
Tue Jun 19 18:21:56 2018	1529403716	5	33	38	30
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	38
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	37
Tue Jun 19 18:21:56 2018	1529403716	2	36	38	31
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	37
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	37
Tue Jun 19 18:21:56 2018	1529403716	1	37	38	37
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	38
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	37
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	37
Tue Jun 19 18:21:56 2018	1529403716	1	38	38	37
Tue Jun 19 18:21:56 2018	1529403716	4	34	38	30
Tue Jun 19 18:21:57 2018	1529403717	1	38	38	33
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	29
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	37
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	37
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	37
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	36
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	37
Tue Jun 19 18:21:56 2018	1529403716	4	34	38	30
Tue Jun 19 18:21:57 2018	1529403717	1	37	38	33
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	38
Tue Jun 19 18:21:56 2018	1529403716	0	38	38	37
Tue Jun 19 18:21:57 2018	1529403717	0	38	38	34
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	37
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	37
Tue Jun 19 18:21:56 2018	1529403716	0	38	39	37
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	34
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	34
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	34
Tue Jun 19 18:21:56 2018	1529403716	0	38	39	37
Tue Jun 19 18:21:57 2018	1529403717	2	37	39	25
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	37
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	37
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	28
Tue Jun 19 18:21:56 2018	1529403716	0	38	39	34
Tue Jun 19 18:21:56 2018	1529403716	0	38	39	37
Tue Jun 19 18:21:56 2018	1529403716	4	35	39	32
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	36
Tue Jun 19 18:21:56 2018	1529403716	0	38	39	36
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	36
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	33
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	38
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	33
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	37
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	33
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	35
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	38
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	38
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	31
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	35
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	35
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	35
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	31
Tue Jun 19 18:21:56 2018	1529403716	2	37	39	36
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	39
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	30
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	29
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	35
Tue Jun 19 18:21:57 2018	1529403717	3	36	39	35
Tue Jun 19 18:21:57 2018	1529403717	0	39	39	35
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	34
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	39
Tue Jun 19 18:21:56 2018	1529403716	1	39	39	30
Tue Jun 19 18:21:56 2018	1529403716	2	37	39	34
Tue Jun 19 18:21:57 2018	1529403717	0	39	39	32
Tue Jun 19 18:21:56 2018	1529403716	2	37	39	36
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	35
Tue Jun 19 18:21:56 2018	1529403716	1	39	39	35
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	39
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	37
Tue Jun 19 18:21:57 2018	1529403717	1	39	39	37
Tue Jun 19 18:21:57 2018	1529403717	1	38	39	38
Tue Jun 19 18:21:56 2018	1529403716	1	39	39	38
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	39
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	38
Tue Jun 19 18:21:57 2018	1529403717	1	39	39	37
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	38
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	30
Tue Jun 19 18:21:56 2018	1529403716	0	39	39	39
Tue Jun 19 18:21:56 2018	1529403716	1	38	39	37
Tue Jun 19 18:21:56 2018	1529403716	0	39	40	31
Tue Jun 19 18:21:56 2018	1529403716	0	39	40	39
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	39
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	35
Tue Jun 19 18:21:57 2018	1529403717	0	39	40	35
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	39
Tue Jun 19 18:21:56 2018	1529403716	0	39	40	37
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	39
Tue Jun 19 18:21:57 2018	1529403717	1	38	40	37
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	38
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	36
Tue Jun 19 18:21:56 2018	1529403716	0	39	40	38
Tue Jun 19 18:21:56 2018	1529403716	0	39	40	36
Tue Jun 19 18:21:56 2018	1529403716	0	39	40	39
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	37
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	39
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	38
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	37
Tue Jun 19 18:21:56 2018	1529403716	0	39	40	36
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	35
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	38
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	37
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	39
Tue Jun 19 18:21:56 2018	1529403716	3	37	40	37
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	39
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	35
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	37
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	38
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	38
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	37
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	38
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	32
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	37
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	38
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	35
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	35
Tue Jun 19 18:21:57 2018	1529403717	1	40	40	37
Tue Jun 19 18:21:57 2018	1529403717	1	40	40	38
Tue Jun 19 18:21:57 2018	1529403717	1	39	40	39
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	39
Tue Jun 19 18:21:57 2018	1529403717	4	36	40	36
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	39
Tue Jun 19 18:21:56 2018	1529403716	1	40	40	36
Tue Jun 19 18:21:56 2018	1529403716	1	40	40	39
Tue Jun 19 18:21:56 2018	1529403716	2	39	40	35
Tue Jun 19 18:21:56 2018	1529403716	1	40	40	34
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	37
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	37
Tue Jun 19 18:21:56 2018	1529403716	1	39	40	39
Tue Jun 19 18:21:56 2018	1529403716	0	40	40	40
Tue Jun 19 18:21:56 2018	1529403716	1	40	40	37
Tue Jun 19 18:21:56 2018	1529403716	2	39	41	39
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	40
Tue Jun 19 18:21:56 2018	1529403716	2	39	41	38
Tue Jun 19 18:21:57 2018	1529403717	0	40	41	40
Tue Jun 19 18:21:57 2018	1529403717	4	36	41	36
Tue Jun 19 18:21:56 2018	1529403716	1	39	41	34
Tue Jun 19 18:21:57 2018	1529403717	0	40	41	37
Tue Jun 19 18:21:56 2018	1529403716	0	40	41	38
Tue Jun 19 18:21:56 2018	1529403716	0	40	41	37
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	39
Tue Jun 19 18:21:56 2018	1529403716	0	40	41	39
Tue Jun 19 18:21:56 2018	1529403716	0	40	41	36
Tue Jun 19 18:21:56 2018	1529403716	0	40	41	34
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	40
Tue Jun 19 18:21:56 2018	1529403716	3	38	41	38
Tue Jun 19 18:21:56 2018	1529403716	0	40	41	38
Tue Jun 19 18:21:56 2018	1529403716	0	40	41	40
Tue Jun 19 18:21:56 2018	1529403716	1	39	41	39
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	40
Tue Jun 19 18:21:56 2018	1529403716	2	38	41	38
Tue Jun 19 18:21:57 2018	1529403717	0	41	41	40
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	39
Tue Jun 19 18:21:57 2018	1529403717	1	40	41	39
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	36
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	39
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	34
Tue Jun 19 18:21:57 2018	1529403717	0	41	41	41
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	38
Tue Jun 19 18:21:57 2018	1529403717	1	40	41	39
Tue Jun 19 18:21:56 2018	1529403716	2	39	41	39
Tue Jun 19 18:21:57 2018	1529403717	1	40	41	39
Tue Jun 19 18:21:57 2018	1529403717	0	41	41	40
Tue Jun 19 18:21:57 2018	1529403717	0	41	41	37
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	41
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	40
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	39
Tue Jun 19 18:21:56 2018	1529403716	2	39	41	38
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	33
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	33
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	37
Tue Jun 19 18:21:56 2018	1529403716	2	39	41	39
Tue Jun 19 18:21:57 2018	1529403717	1	40	41	37
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	34
Tue Jun 19 18:21:57 2018	1529403717	0	41	41	39
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	41
Tue Jun 19 18:21:56 2018	1529403716	0	41	41	40
Tue Jun 19 18:21:57 2018	1529403717	1	41	41	39
Tue Jun 19 18:21:56 2018	1529403716	1	40	41	40
Tue Jun 19 18:21:56 2018	1529403716	3	38	41	38
Tue Jun 19 18:21:57 2018	1529403717	1	41	41	40
Tue Jun 19 18:21:57 2018	1529403717	0	41	41	40
Tue Jun 19 18:21:57 2018	1529403717	1	40	42	40
Tue Jun 19 18:21:57 2018	1529403717	0	41	42	39
Tue Jun 19 18:21:57 2018	1529403717	1	41	42	39
Tue Jun 19 18:21:56 2018	1529403716	0	41	42	41
Tue Jun 19 18:21:56 2018	1529403716	0	41	42	40
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	41
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	37
Tue Jun 19 18:21:56 2018	1529403716	0	41	42	41
Tue Jun 19 18:21:56 2018	1529403716	0	41	42	37
Tue Jun 19 18:21:57 2018	1529403717	2	40	42	40
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	38
Tue Jun 19 18:21:56 2018	1529403716	2	40	42	39
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	34
Tue Jun 19 18:21:56 2018	1529403716	2	40	42	39
Tue Jun 19 18:21:56 2018	1529403716	0	41	42	41
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	39
Tue Jun 19 18:21:56 2018	1529403716	3	39	42	38
Tue Jun 19 18:21:57 2018	1529403717	1	41	42	40
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	40
Tue Jun 19 18:21:56 2018	1529403716	1	40	42	36
Tue Jun 19 18:21:57 2018	1529403717	0	41	42	39
Tue Jun 19 18:21:57 2018	1529403717	1	41	42	40
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	40
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	40
Tue Jun 19 18:21:56 2018	1529403716	3	39	42	38
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	41
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	39
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	41
Tue Jun 19 18:21:57 2018	1529403717	1	41	42	40
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	42
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	40
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	40
Tue Jun 19 18:21:56 2018	1529403716	2	40	42	40
Tue Jun 19 18:21:57 2018	1529403717	0	42	42	39
Tue Jun 19 18:21:56 2018	1529403716	3	39	42	39
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	37
Tue Jun 19 18:21:56 2018	1529403716	2	40	42	39
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	41
Tue Jun 19 18:21:57 2018	1529403717	0	42	42	41
Tue Jun 19 18:21:57 2018	1529403717	1	42	42	40
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	40
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	35
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	42
Tue Jun 19 18:21:56 2018	1529403716	4	38	42	34
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	39
Tue Jun 19 18:21:56 2018	1529403716	0	42	42	41
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	36
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	30
Tue Jun 19 18:21:56 2018	1529403716	1	41	42	40
Tue Jun 19 18:21:57 2018	1529403717	0	42	42	41
Tue Jun 19 18:21:56 2018	1529403716	3	39	42	39
Tue Jun 19 18:21:57 2018	1529403717	1	41	42	40
Tue Jun 19 18:21:57 2018	1529403717	0	42	42	42
Tue Jun 19 18:21:57 2018	1529403717	0	42	42	38
Tue Jun 19 18:21:56 2018	1529403716	2	40	42	39
Tue Jun 19 18:21:56 2018	1529403716	0	42	43	41
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	39
Tue Jun 19 18:21:57 2018	1529403717	0	42	43	42
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	37
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	30
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	39
Tue Jun 19 18:21:56 2018	1529403716	0	42	43	42
Tue Jun 19 18:21:56 2018	1529403716	0	42	43	42
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	39
Tue Jun 19 18:21:56 2018	1529403716	0	42	43	40
Tue Jun 19 18:21:57 2018	1529403717	0	42	43	40
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	37
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	31
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	41
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	40
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	39
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	39
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	42
Tue Jun 19 18:21:57 2018	1529403717	0	42	43	41
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	39
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	40
Tue Jun 19 18:21:57 2018	1529403717	0	42	43	41
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	42
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	43
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	38
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	42
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	42
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	41
Tue Jun 19 18:21:56 2018	1529403716	0	42	43	40
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	41
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	33
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	42
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	39
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	42
Tue Jun 19 18:21:56 2018	1529403716	2	41	43	40
Tue Jun 19 18:21:56 2018	1529403716	2	41	43	40
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	40
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	42
Tue Jun 19 18:21:57 2018	1529403717	0	43	43	41
Tue Jun 19 18:21:56 2018	1529403716	3	40	43	40
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	39
Tue Jun 19 18:21:57 2018	1529403717	0	43	43	42
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	36
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	41
Tue Jun 19 18:21:56 2018	1529403716	4	39	43	38
Tue Jun 19 18:21:56 2018	1529403716	1	42	43	40
Tue Jun 19 18:21:57 2018	1529403717	1	42	43	42
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	41
Tue Jun 19 18:21:56 2018	1529403716	0	43	43	41
Tue Jun 19 18:21:56 2018	1529403716	2	41	43	40
